date,Time,Datetime,Node 1,PM_2.5,PM_1,SO2,CO,Total_AQI,Satisfactory,
10/03/2024,18:00:00,10/03/2024 18:00,Node A,17.05,33.97,0.45,8.23,128,Moderate,
10/03/2024,19:00:00,10/03/2024 19:00,Node A,18.65,35.87,0.5,8.84,125,Moderate,
10/03/2024,20:00:00,10/03/2024 20:00,Node A,21.87,41.32,0.55,10,124,Moderate,
10/03/2024,21:00:00,10/03/2024 21:00,Node A,25.84,48.96,0.64,8.2,122,Moderate,
10/03/2024,22:00:00,10/03/2024 22:00,Node A,28.56,56.84,0.6,7.54,120,Moderate,
10/03/2024,23:00:00,10/03/2024 23:00,Node A,25.19,45.21,0.65,8.5,115,Moderate,
11/03/2024,0:00:00,11/03/2024 0:00,Node A,30.2,54.64,0.72,8.44,111,Moderate,
11/03/2024,1:00:00,11/03/2024 1:00,Node A,44.17,80.88,0.66,8.69,100,Satisfactory,
11/03/2024,2:00:00,11/03/2024 2:00,Node A,40.9,77.36,0.66,8.34,97,Satisfactory,
11/03/2024,3:00:00,11/03/2024 3:00,Node A,38.86,75.31,0.65,8.31,93,Satisfactory,
11/03/2024,4:00:00,11/03/2024 4:00,Node A,36.98,71.89,0.66,9.12,88,Satisfactory,
11/03/2024,5:00:00,11/03/2024 5:00,Node A,35.42,67.63,0.74,8.78,84,Satisfactory,
11/03/2024,6:00:00,11/03/2024 6:00,Node A,36.67,68.3,0.8,8.95,80,Satisfactory,
11/03/2024,7:00:00,11/03/2024 7:00,Node A,38.14,66.93,0.82,9.97,76,Satisfactory,
11/03/2024,8:00:00,11/03/2024 8:00,Node A,38,71.16,0.81,9.38,72,Satisfactory,
11/03/2024,9:00:00,11/03/2024 9:00,Node A,37.64,68.27,0.86,8.59,70,Satisfactory,
11/03/2024,10:00:00,11/03/2024 10:00,Node A,38.3,70.19,0.93,8.42,69,Satisfactory,
11/03/2024,11:00:00,11/03/2024 11:00,Node A,40.29,75.84,0.96,8.72,71,Satisfactory,
11/03/2024,12:00:00,11/03/2024 12:00,Node A,42.19,80.86,0.89,8.65,72,Satisfactory,
11/03/2024,13:00:00,11/03/2024 13:00,Node A,46.49,80.93,0.82,8.73,74,Satisfactory,
11/03/2024,14:00:00,11/03/2024 14:00,Node A,46.21,73.49,0.65,9.15,75,Satisfactory,
11/03/2024,15:00:00,11/03/2024 15:00,Node A,41.58,63.14,0.68,8.85,78,Satisfactory,
11/03/2024,16:00:00,11/03/2024 16:00,Node A,40.38,58.74,0.67,8.67,79,Satisfactory,
11/03/2024,17:00:00,11/03/2024 17:00,Node A,37.84,57.31,0.65,8.58,80,Satisfactory,
11/03/2024,18:00:00,11/03/2024 18:00,Node A,39.57,61.64,0.73,8.43,81,Satisfactory,
11/03/2024,19:00:00,11/03/2024 19:00,Node A,45.75,74.06,0.87,9.15,81,Satisfactory,
11/03/2024,20:00:00,11/03/2024 20:00,Node A,54.31,95.32,0.93,10.13,83,Satisfactory,
11/03/2024,21:00:00,11/03/2024 21:00,Node A,59.42,102.18,0.89,11,83,Satisfactory,
11/03/2024,22:00:00,11/03/2024 22:00,Node A,56.99,99.65,0.79,12.59,87,Satisfactory,
11/03/2024,23:00:00,11/03/2024 23:00,Node A,47.92,89.32,0.75,13.2,87,Satisfactory,
12/03/2024,0:00:00,12/03/2024 0:00,Node A,47.34,85.48,0.72,12.6,88,Satisfactory,
12/03/2024,1:00:00,12/03/2024 1:00,Node A,46.22,83.5,0.74,11.92,90,Satisfactory,
12/03/2024,2:00:00,12/03/2024 2:00,Node A,46.6,85.4,0.76,11,94,Satisfactory,
12/03/2024,3:00:00,12/03/2024 3:00,Node A,45.57,89.04,0.76,10.32,95,Satisfactory,
12/03/2024,4:00:00,12/03/2024 4:00,Node A,43.92,95.92,0.84,8.85,95,Satisfactory,
12/03/2024,5:00:00,12/03/2024 5:00,Node A,46.37,103.17,1.11,8.68,98,Satisfactory,
12/03/2024,6:00:00,12/03/2024 6:00,Node A,55.49,129.41,1.42,9.33,100,Satisfactory,
12/03/2024,7:00:00,12/03/2024 7:00,Node A,70.87,153.19,1.75,10.47,105,Moderate,
12/03/2024,8:00:00,12/03/2024 8:00,Node A,84.55,179.88,2.08,10.86,111,Moderate,
12/03/2024,9:00:00,12/03/2024 9:00,Node A,103.15,201.35,2.21,11.28,118,Moderate,
12/03/2024,10:00:00,12/03/2024 10:00,Node A,102.05,188.22,2.01,12.13,120,Moderate,
12/03/2024,11:00:00,12/03/2024 11:00,Node A,100.66,173.59,1.59,11.78,121,Moderate,
12/03/2024,12:00:00,12/03/2024 12:00,Node A,94.84,159.23,1.22,10.02,124,Moderate,
12/03/2024,13:00:00,12/03/2024 13:00,Node A,91.21,145.42,1.13,9.29,126,Moderate,
12/03/2024,14:00:00,12/03/2024 14:00,Node A,91.58,138.6,1,9.05,130,Moderate,
12/03/2024,15:00:00,12/03/2024 15:00,Node A,93.36,143.78,0.96,8.51,133,Moderate,
12/03/2024,16:00:00,12/03/2024 16:00,Node A,101.3,151.28,0.92,8.27,139,Moderate,
12/03/2024,17:00:00,12/03/2024 17:00,Node A,103.44,144.49,0.93,8.14,144,Moderate,
12/03/2024,18:00:00,12/03/2024 18:00,Node A,100.34,143.6,0.99,8.73,151,Moderate,
12/03/2024,19:00:00,12/03/2024 19:00,Node A,99.36,152.47,1.13,9.11,156,Moderate,
12/03/2024,20:00:00,12/03/2024 20:00,Node A,96.9,160.69,1.18,9.36,160,Moderate,
12/03/2024,21:00:00,12/03/2024 21:00,Node A,102.63,163.32,1.19,10.32,166,Moderate,
12/03/2024,22:00:00,12/03/2024 22:00,Node A,107.07,163.99,1.12,10.88,173,Moderate,
12/03/2024,23:00:00,12/03/2024 23:00,Node A,103.96,156.32,0.98,12.05,181,Moderate,
13/03/2024,0:00:00,13/03/2024 0:00,Node A,99.75,153.98,0.93,11.7,189,Moderate,
13/03/2024,1:00:00,13/03/2024 1:00,Node A,93.8,147.23,0.86,10.06,195,Moderate,
13/03/2024,2:00:00,13/03/2024 2:00,Node A,86.8,135.33,0.8,8.35,200,Moderate,
13/03/2024,3:00:00,13/03/2024 3:00,Node A,78.93,125.13,0.73,9.76,204,Poor,
13/03/2024,4:00:00,13/03/2024 4:00,Node A,72.57,119.55,0.76,8.03,207,Poor,
13/03/2024,5:00:00,13/03/2024 5:00,Node A,69.74,127.84,1.01,8.26,210,Poor,
13/03/2024,6:00:00,13/03/2024 6:00,Node A,77.6,155.02,1.44,9.01,213,Poor,
13/03/2024,7:00:00,13/03/2024 7:00,Node A,92.53,185.2,1.8,10.47,215,Poor,
13/03/2024,8:00:00,13/03/2024 8:00,Node A,108.6,219.35,2.17,11.22,215,Poor,
13/03/2024,9:00:00,13/03/2024 9:00,Node A,124.22,228.7,2.3,12.22,220,Poor,
13/03/2024,10:00:00,13/03/2024 10:00,Node A,135.78,230.58,1.97,12.34,224,Poor,
13/03/2024,11:00:00,13/03/2024 11:00,Node A,138.98,221.88,1.61,12.52,227,Poor,
13/03/2024,12:00:00,13/03/2024 12:00,Node A,134.22,206.34,1.33,11.29,231,Poor,
13/03/2024,13:00:00,13/03/2024 13:00,Node A,130.26,194.17,1.15,11.78,235,Poor,
13/03/2024,14:00:00,13/03/2024 14:00,Node A,123.52,185.03,1.06,13.05,239,Poor,
13/03/2024,15:00:00,13/03/2024 15:00,Node A,117.45,174.27,1.02,13.12,243,Poor,
13/03/2024,16:00:00,13/03/2024 16:00,Node A,122.81,179.14,0.98,9.96,244,Poor,
13/03/2024,17:00:00,13/03/2024 17:00,Node A,129.26,192.49,0.97,9.77,246,Poor,
13/03/2024,18:00:00,13/03/2024 18:00,Node A,131.71,196.87,1.01,10.03,249,Poor,
13/03/2024,19:00:00,13/03/2024 19:00,Node A,130.77,198.78,1.09,13.26,252,Poor,
13/03/2024,20:00:00,13/03/2024 20:00,Node A,134.39,204.37,1.11,11.02,254,Poor,
13/03/2024,21:00:00,13/03/2024 21:00,Node A,148.36,218.63,1.05,11.9,258,Poor,
13/03/2024,22:00:00,13/03/2024 22:00,Node A,161.2,224.94,0.95,12.15,263,Poor,
13/03/2024,23:00:00,13/03/2024 23:00,Node A,137.98,195.72,0.83,11.54,265,Poor,
14/03/2024,0:00:00,14/03/2024 0:00,Node A,109.39,157.61,0.73,13.2,266,Poor,
14/03/2024,1:00:00,14/03/2024 1:00,Node A,91.92,138.5,0.66,11.96,266,Poor,
14/03/2024,2:00:00,14/03/2024 2:00,Node A,84.1,131.36,0.66,11.86,266,Poor,
14/03/2024,3:00:00,14/03/2024 3:00,Node A,80.52,127.83,0.68,10.75,266,Poor,
14/03/2024,4:00:00,14/03/2024 4:00,Node A,77.84,129.96,0.76,8.94,266,Poor,
14/03/2024,5:00:00,14/03/2024 5:00,Node A,80.6,140.22,0.97,8.9,268,Poor,
14/03/2024,6:00:00,14/03/2024 6:00,Node A,97.04,174.88,1.37,9.22,269,Poor,
14/03/2024,7:00:00,14/03/2024 7:00,Node A,123.16,224.23,1.82,10.58,272,Poor,
14/03/2024,8:00:00,14/03/2024 8:00,Node A,146.74,262.08,2,11.45,274,Poor,
14/03/2024,9:00:00,14/03/2024 9:00,Node A,160.77,263.92,2.14,11.97,277,Poor,
14/03/2024,10:00:00,14/03/2024 10:00,Node A,174.94,276.11,2.19,13.06,280,Poor,
14/03/2024,11:00:00,14/03/2024 11:00,Node A,174.59,274.85,2.11,14.15,282,Poor,
14/03/2024,12:00:00,14/03/2024 12:00,Node A,178.14,271.67,2.06,15.64,285,Poor,
14/03/2024,13:00:00,14/03/2024 13:00,Node A,181.95,268.29,1.79,13.39,288,Poor,
14/03/2024,14:00:00,14/03/2024 14:00,Node A,182.33,258.43,1.51,13.43,291,Poor,
14/03/2024,15:00:00,14/03/2024 15:00,Node A,181.56,251.91,1.45,11.85,295,Poor,
14/03/2024,16:00:00,14/03/2024 16:00,Node A,180.5,245.93,1.27,10.46,298,Poor,
14/03/2024,17:00:00,14/03/2024 17:00,Node A,179.93,244.71,1.31,10.55,301,Very Poor,
14/03/2024,18:00:00,14/03/2024 18:00,Node A,171.49,240.78,1.34,10.34,303,Very Poor,
14/03/2024,19:00:00,14/03/2024 19:00,Node A,156.03,225.74,1.38,9.81,305,Very Poor,
14/03/2024,20:00:00,14/03/2024 20:00,Node A,134.94,212.79,1.33,10.45,305,Very Poor,
14/03/2024,21:00:00,14/03/2024 21:00,Node A,122.33,205.6,1.22,10.66,304,Very Poor,
14/03/2024,22:00:00,14/03/2024 22:00,Node A,124.23,204.57,1.15,10.57,302,Very Poor,
14/03/2024,23:00:00,14/03/2024 23:00,Node A,123.9,213.3,1.11,10.96,301,Very Poor,
15/03/2024,0:00:00,15/03/2024 0:00,Node A,110.9,191.68,1.03,11.14,301,Very Poor,
15/03/2024,1:00:00,15/03/2024 1:00,Node A,92.33,166.7,0.88,11.07,301,Very Poor,
15/03/2024,2:00:00,15/03/2024 2:00,Node A,78.07,150.05,0.74,9.92,301,Very Poor,
15/03/2024,3:00:00,15/03/2024 3:00,Node A,69.16,133.17,0.7,9.09,300,Poor,
15/03/2024,4:00:00,15/03/2024 4:00,Node A,70.49,136.65,0.77,8.87,300,Poor,
15/03/2024,5:00:00,15/03/2024 5:00,Node A,84,160.27,1.13,9.05,299,Poor,
15/03/2024,6:00:00,15/03/2024 6:00,Node A,107.6,215.43,1.7,9.26,300,Poor,
15/03/2024,7:00:00,15/03/2024 7:00,Node A,143.12,287.32,2.25,11.01,301,Very Poor,
15/03/2024,8:00:00,15/03/2024 8:00,Node A,170.02,308.44,2.54,11.89,302,Very Poor,
15/03/2024,9:00:00,15/03/2024 9:00,Node A,183.22,319.03,2.6,12.46,303,Very Poor,
15/03/2024,10:00:00,15/03/2024 10:00,Node A,186.04,310.55,2.45,12.42,304,Very Poor,
15/03/2024,11:00:00,15/03/2024 11:00,Node A,183.81,303.46,2.25,12.41,305,Very Poor,
15/03/2024,12:00:00,15/03/2024 12:00,Node A,188.34,289.88,1.86,12.6,306,Very Poor,
15/03/2024,13:00:00,15/03/2024 13:00,Node A,184.81,273.73,1.58,11.95,306,Very Poor,
15/03/2024,14:00:00,15/03/2024 14:00,Node A,169.99,242.53,1.25,10.83,305,Very Poor,
15/03/2024,15:00:00,15/03/2024 15:00,Node A,154.02,218.65,1.1,10.27,303,Very Poor,
15/03/2024,16:00:00,15/03/2024 16:00,Node A,155.81,213.1,0.96,9.29,302,Very Poor,
15/03/2024,17:00:00,15/03/2024 17:00,Node A,151.65,211.09,0.95,9.31,300,Poor,
15/03/2024,18:00:00,15/03/2024 18:00,Node A,144.29,208.93,0.99,9.47,299,Poor,
15/03/2024,19:00:00,15/03/2024 19:00,Node A,141.01,215.23,1.12,9.44,298,Poor,
15/03/2024,20:00:00,15/03/2024 20:00,Node A,143.23,243.47,1.19,10.54,298,Poor,
15/03/2024,21:00:00,15/03/2024 21:00,Node A,148.95,261.44,1.18,12.71,300,Poor,
15/03/2024,22:00:00,15/03/2024 22:00,Node A,148.45,260.6,1.03,13.65,302,Very Poor,
15/03/2024,23:00:00,15/03/2024 23:00,Node A,124.38,227.54,0.88,13.47,302,Very Poor,
16/03/2024,0:00:00,16/03/2024 0:00,Node A,105.93,204.06,0.75,12.82,301,Very Poor,
16/03/2024,1:00:00,16/03/2024 1:00,Node A,90.34,176.13,0.72,12.08,301,Very Poor,
16/03/2024,2:00:00,16/03/2024 2:00,Node A,77.48,157.54,0.72,10.94,301,Very Poor,
16/03/2024,3:00:00,16/03/2024 3:00,Node A,71.88,144.61,0.72,9.32,302,Very Poor,
16/03/2024,4:00:00,16/03/2024 4:00,Node A,71.54,153.89,0.91,8.56,302,Very Poor,
16/03/2024,5:00:00,16/03/2024 5:00,Node A,78.56,172.96,1.42,8.89,302,Very Poor,
16/03/2024,6:00:00,16/03/2024 6:00,Node A,106.86,251.54,2.08,10.22,302,Very Poor,
16/03/2024,7:00:00,16/03/2024 7:00,Node A,141.46,301.53,2.5,11.76,302,Very Poor,
16/03/2024,8:00:00,16/03/2024 8:00,Node A,168.26,327.62,2.86,13.24,302,Very Poor,
16/03/2024,9:00:00,16/03/2024 9:00,Node A,194.12,358.89,3.35,14.17,303,Very Poor,
16/03/2024,10:00:00,16/03/2024 10:00,Node A,216.52,378.94,3.38,15.01,304,Very Poor,
16/03/2024,11:00:00,16/03/2024 11:00,Node A,230.08,373.46,3.21,15.36,305,Very Poor,
16/03/2024,12:00:00,16/03/2024 12:00,Node A,227.59,362.23,2.85,14.38,307,Very Poor,
16/03/2024,13:00:00,16/03/2024 13:00,Node A,209.51,323.8,2.2,13.87,308,Very Poor,
16/03/2024,14:00:00,16/03/2024 14:00,Node A,189.24,277.79,1.56,12.09,309,Very Poor,
16/03/2024,15:00:00,16/03/2024 15:00,Node A,160.84,231,1.35,12.13,309,Very Poor,
16/03/2024,16:00:00,16/03/2024 16:00,Node A,135.54,197.35,1.15,11.34,309,Very Poor,
16/03/2024,17:00:00,16/03/2024 17:00,Node A,123.27,184.54,1.07,10.72,308,Very Poor,
16/03/2024,18:00:00,16/03/2024 18:00,Node A,118.78,184.48,1.13,11.72,308,Very Poor,
16/03/2024,19:00:00,16/03/2024 19:00,Node A,118.06,197.78,1.39,12.08,307,Very Poor,
16/03/2024,20:00:00,16/03/2024 20:00,Node A,131.48,239.55,1.53,11.87,306,Very Poor,
16/03/2024,21:00:00,16/03/2024 21:00,Node A,148.06,270.77,1.43,13.52,306,Very Poor,
16/03/2024,22:00:00,16/03/2024 22:00,Node A,171.87,300.47,1.32,14.21,307,Very Poor,
16/03/2024,23:00:00,16/03/2024 23:00,Node A,171.39,297.76,1.2,15.01,309,Very Poor,
17/03/2024,0:00:00,17/03/2024 0:00,Node A,151.77,278.81,1,14.94,312,Very Poor,
17/03/2024,1:00:00,17/03/2024 1:00,Node A,119.96,228.65,0.86,14.78,313,Very Poor,
17/03/2024,2:00:00,17/03/2024 2:00,Node A,105.51,206.85,0.79,13.87,315,Very Poor,
17/03/2024,3:00:00,17/03/2024 3:00,Node A,110.63,187.9,0.8,12.48,318,Very Poor,
17/03/2024,4:00:00,17/03/2024 4:00,Node A,101.68,188.94,0.98,11.07,319,Very Poor,
17/03/2024,5:00:00,17/03/2024 5:00,Node A,110.54,216.83,1.5,9.84,320,Very Poor,
17/03/2024,6:00:00,17/03/2024 6:00,Node A,137.79,277.56,2.23,10.38,321,Very Poor,
17/03/2024,7:00:00,17/03/2024 7:00,Node A,182.66,332.58,3.3,12.6,323,Very Poor,
17/03/2024,8:00:00,17/03/2024 8:00,Node A,224.82,390.84,4.12,15.97,325,Very Poor,
17/03/2024,9:00:00,17/03/2024 9:00,Node A,259.04,446.35,4.83,19.37,328,Very Poor,
17/03/2024,10:00:00,17/03/2024 10:00,Node A,277.7,473.82,5.1,19.88,331,Very Poor,
17/03/2024,11:00:00,17/03/2024 11:00,Node A,297.3,484.63,5.26,20.5,334,Very Poor,
17/03/2024,12:00:00,17/03/2024 12:00,Node A,300.21,466.81,4.76,20.11,337,Very Poor,
17/03/2024,13:00:00,17/03/2024 13:00,Node A,294.23,443.32,4.32,19.86,340,Very Poor,
17/03/2024,14:00:00,17/03/2024 14:00,Node A,286.54,413.24,4.08,18.38,344,Very Poor,
17/03/2024,15:00:00,17/03/2024 15:00,Node A,276.69,391.02,3.81,15.7,349,Very Poor,
17/03/2024,16:00:00,17/03/2024 16:00,Node A,274.61,379.08,3.6,16.45,355,Very Poor,
17/03/2024,17:00:00,17/03/2024 17:00,Node A,278.69,381.2,3.4,15.13,361,Very Poor,
17/03/2024,18:00:00,17/03/2024 18:00,Node A,282.93,384.84,3.27,13.98,367,Very Poor,
17/03/2024,19:00:00,17/03/2024 19:00,Node A,290.73,406.42,3.68,13.59,374,Very Poor,
17/03/2024,20:00:00,17/03/2024 20:00,Node A,313.58,469.08,3.71,13.53,381,Very Poor,
17/03/2024,21:00:00,17/03/2024 21:00,Node A,329.45,505.24,3.09,14.27,388,Very Poor,
17/03/2024,22:00:00,17/03/2024 22:00,Node A,326.18,475.94,2.21,14.67,393,Very Poor,
17/03/2024,23:00:00,17/03/2024 23:00,Node A,287.06,424.45,1.69,14.1,397,Very Poor,
18/03/2024,0:00:00,18/03/2024 0:00,Node A,243.8,366.35,1.4,15.06,401,Severe,
18/03/2024,1:00:00,18/03/2024 1:00,Node A,221.64,330.38,1.28,14.29,405,Severe,
18/03/2024,2:00:00,18/03/2024 2:00,Node A,208.38,318.81,1.19,13.18,409,Severe,
18/03/2024,3:00:00,18/03/2024 3:00,Node A,201.6,315,1.31,12.39,413,Severe,
18/03/2024,4:00:00,18/03/2024 4:00,Node A,202.37,328.38,1.39,10.87,417,Severe,
18/03/2024,5:00:00,18/03/2024 5:00,Node A,205.25,357.41,1.93,9.41,422,Severe,
18/03/2024,6:00:00,18/03/2024 6:00,Node A,232.26,421.12,2.4,10.51,426,Severe,
18/03/2024,7:00:00,18/03/2024 7:00,Node A,267.07,448.45,2.86,11.65,430,Severe,
18/03/2024,8:00:00,18/03/2024 8:00,Node A,292.42,491.9,3.27,12.58,433,Severe,
18/03/2024,9:00:00,18/03/2024 9:00,Node A,302.16,497.04,3.39,13.28,434,Severe,
18/03/2024,10:00:00,18/03/2024 10:00,Node A,312.66,502.75,3.43,13.99,435,Severe,
18/03/2024,11:00:00,18/03/2024 11:00,Node A,316.56,489.4,3.38,14.87,434,Severe,
18/03/2024,12:00:00,18/03/2024 12:00,Node A,323.79,481.62,3.12,12.86,434,Severe,
18/03/2024,13:00:00,18/03/2024 13:00,Node A,315.62,462.4,2.72,11.58,434,Severe,
18/03/2024,14:00:00,18/03/2024 14:00,Node A,305.27,437.48,2.41,11.09,434,Severe,
18/03/2024,15:00:00,18/03/2024 15:00,Node A,288.33,409.27,2.25,10.97,434,Severe,
18/03/2024,16:00:00,18/03/2024 16:00,Node A,283.21,399.09,2.08,11.24,434,Severe,
18/03/2024,17:00:00,18/03/2024 17:00,Node A,280.21,384.44,1.94,11.11,433,Severe,
18/03/2024,18:00:00,18/03/2024 18:00,Node A,277.8,385.79,1.97,10.32,433,Severe,
18/03/2024,19:00:00,18/03/2024 19:00,Node A,287.98,405.92,2.26,10.33,432,Severe,
18/03/2024,20:00:00,18/03/2024 20:00,Node A,310.45,454.59,2.38,10.62,432,Severe,
18/03/2024,21:00:00,18/03/2024 21:00,Node A,339.93,494.42,2.02,12.33,432,Severe,
18/03/2024,22:00:00,18/03/2024 22:00,Node A,322.02,456.02,1.66,16.32,431,Severe,
18/03/2024,23:00:00,18/03/2024 23:00,Node A,253.15,368.92,1.25,17.67,429,Severe,
19/03/2024,0:00:00,19/03/2024 0:00,Node A,193.55,292.43,1.04,20.23,427,Severe,
19/03/2024,1:00:00,19/03/2024 1:00,Node A,156.36,234.31,1.02,19.91,424,Severe,
19/03/2024,2:00:00,19/03/2024 2:00,Node A,139.09,215.14,1.06,18.53,421,Severe,
19/03/2024,3:00:00,19/03/2024 3:00,Node A,139.44,215.37,1.17,16.13,419,Severe,
19/03/2024,4:00:00,19/03/2024 4:00,Node A,142.71,229.88,1.26,14.12,416,Severe,
19/03/2024,5:00:00,19/03/2024 5:00,Node A,140.13,245.84,1.62,11.54,414,Severe,
19/03/2024,6:00:00,19/03/2024 6:00,Node A,151.74,276.01,2.09,11.29,410,Severe,
19/03/2024,7:00:00,19/03/2024 7:00,Node A,173.69,307.61,2.39,12.12,407,Severe,
19/03/2024,8:00:00,19/03/2024 8:00,Node A,197.59,331.8,2.49,12.3,402,Severe,
19/03/2024,9:00:00,19/03/2024 9:00,Node A,217.76,342.62,2.65,12.28,399,Very Poor,
19/03/2024,10:00:00,19/03/2024 10:00,Node A,244.09,369.94,2.58,12.02,395,Very Poor,
19/03/2024,11:00:00,19/03/2024 11:00,Node A,259.42,378.14,2.39,11.66,393,Very Poor,
19/03/2024,12:00:00,19/03/2024 12:00,Node A,267.03,376.32,2.26,10.93,391,Very Poor,
19/03/2024,13:00:00,19/03/2024 13:00,Node A,262.52,366.26,2.1,10.7,386,Very Poor,
19/03/2024,14:00:00,19/03/2024 14:00,Node A,260.2,358.88,1.89,10.67,385,Very Poor,
19/03/2024,15:00:00,19/03/2024 15:00,Node A,256.77,353.34,1.89,10.66,383,Very Poor,
19/03/2024,16:00:00,19/03/2024 16:00,Node A,256.63,349.12,1.8,11.08,382,Very Poor,
19/03/2024,17:00:00,19/03/2024 17:00,Node A,255.5,350.58,1.78,10.2,381,Very Poor,
19/03/2024,18:00:00,19/03/2024 18:00,Node A,253.77,348.93,1.82,10.31,381,Very Poor,
19/03/2024,19:00:00,19/03/2024 19:00,Node A,261.66,365.83,2.02,10.48,380,Very Poor,
19/03/2024,20:00:00,19/03/2024 20:00,Node A,275.65,390.5,2,10.83,379,Very Poor,
19/03/2024,21:00:00,19/03/2024 21:00,Node A,292.53,414.55,1.94,10.95,378,Very Poor,
19/03/2024,22:00:00,19/03/2024 22:00,Node A,307.88,421.94,1.72,16.14,377,Very Poor,
19/03/2024,23:00:00,19/03/2024 23:00,Node A,302.86,425.63,1.49,15.42,378,Very Poor,
20/03/2024,0:00:00,20/03/2024 0:00,Node A,253.09,365.39,1.21,18.44,380,Very Poor,
20/03/2024,1:00:00,20/03/2024 1:00,Node A,177.18,256.72,1.02,20.04,381,Very Poor,
20/03/2024,2:00:00,20/03/2024 2:00,Node A,140.19,212.31,0.93,19.39,381,Very Poor,
20/03/2024,3:00:00,20/03/2024 3:00,Node A,126.67,196.36,0.93,18.31,381,Very Poor,
20/03/2024,4:00:00,20/03/2024 4:00,Node A,120.28,205.58,1.22,16.93,380,Very Poor,
20/03/2024,5:00:00,20/03/2024 5:00,Node A,125.1,254.38,2.07,15.76,381,Very Poor,
20/03/2024,6:00:00,20/03/2024 6:00,Node A,147.97,296.2,3.23,17.63,381,Very Poor,
20/03/2024,7:00:00,20/03/2024 7:00,Node A,197.17,344.18,4.2,20.3,382,Very Poor,
20/03/2024,8:00:00,20/03/2024 8:00,Node A,236.35,406.69,5.09,22.51,383,Very Poor,
20/03/2024,9:00:00,20/03/2024 9:00,Node A,273.52,448.39,5.42,24.54,385,Very Poor,
20/03/2024,10:00:00,20/03/2024 10:00,Node A,301.08,476.44,5.33,25.81,389,Very Poor,
20/03/2024,11:00:00,20/03/2024 11:00,Node A,298.65,468.89,5.58,21.99,392,Very Poor,
20/03/2024,12:00:00,20/03/2024 12:00,Node A,305.92,470.85,5.04,17.94,394,Very Poor,
20/03/2024,13:00:00,20/03/2024 13:00,Node A,303.72,442.44,4.59,17.32,397,Very Poor,
20/03/2024,14:00:00,20/03/2024 14:00,Node A,296.18,427.09,4.34,17.58,399,Very Poor,
20/03/2024,15:00:00,20/03/2024 15:00,Node A,286.46,411.54,4.15,15.36,402,Severe,
20/03/2024,16:00:00,20/03/2024 16:00,Node A,284.21,401.74,3.84,14.66,402,Severe,
20/03/2024,17:00:00,20/03/2024 17:00,Node A,290.85,400.1,3.63,14.1,404,Severe,
20/03/2024,18:00:00,20/03/2024 18:00,Node A,293.98,398.36,3.3,12.57,406,Severe,
20/03/2024,19:00:00,20/03/2024 19:00,Node A,292.85,402.1,3.11,11.2,407,Severe,
20/03/2024,20:00:00,20/03/2024 20:00,Node A,309.4,424.96,2.84,11.22,409,Severe,
20/03/2024,21:00:00,20/03/2024 21:00,Node A,322.79,431.47,2.42,10.33,410,Severe,
20/03/2024,22:00:00,20/03/2024 22:00,Node A,325.11,435.52,1.93,11.87,411,Severe,
20/03/2024,23:00:00,20/03/2024 23:00,Node A,306.78,409.36,1.58,13.25,412,Severe,
21/03/2024,0:00:00,21/03/2024 0:00,Node A,249.16,339.08,1.24,13.62,412,Severe,
21/03/2024,1:00:00,21/03/2024 1:00,Node A,172.02,249.92,1.1,13.72,411,Severe,
21/03/2024,2:00:00,21/03/2024 2:00,Node A,130.37,190.65,0.96,13.54,410,Severe,
21/03/2024,3:00:00,21/03/2024 3:00,Node A,107.02,170.35,0.88,12.97,409,Severe,
21/03/2024,4:00:00,21/03/2024 4:00,Node A,95.55,161.47,0.98,11.6,407,Severe,
21/03/2024,5:00:00,21/03/2024 5:00,Node A,97.94,187.54,1.41,10.25,405,Severe,
21/03/2024,6:00:00,21/03/2024 6:00,Node A,125.31,248.21,2.24,10.71,403,Severe,
21/03/2024,7:00:00,21/03/2024 7:00,Node A,175.67,309,3.02,12.41,402,Severe,
21/03/2024,8:00:00,21/03/2024 8:00,Node A,210.09,363.75,3.64,12.85,401,Severe,
21/03/2024,9:00:00,21/03/2024 9:00,Node A,235.22,393.42,3.76,13.69,400,Very Poor,
21/03/2024,10:00:00,21/03/2024 10:00,Node A,244.19,386.06,3.56,13.82,397,Very Poor,
21/03/2024,11:00:00,21/03/2024 11:00,Node A,242.56,374.6,3.27,13.18,394,Very Poor,
21/03/2024,12:00:00,21/03/2024 12:00,Node A,239.98,362.03,2.95,12.56,391,Very Poor,
21/03/2024,13:00:00,21/03/2024 13:00,Node A,236.25,347.08,2.73,12,388,Very Poor,
21/03/2024,14:00:00,21/03/2024 14:00,Node A,227.03,330.74,2.67,11.91,385,Very Poor,
21/03/2024,15:00:00,21/03/2024 15:00,Node A,222.21,314.69,2.67,11.47,382,Very Poor,
21/03/2024,16:00:00,21/03/2024 16:00,Node A,217.73,305.88,2.57,10.95,380,Very Poor,
21/03/2024,17:00:00,21/03/2024 17:00,Node A,219.1,308.03,2.61,10.69,378,Very Poor,
21/03/2024,18:00:00,21/03/2024 18:00,Node A,230.16,319.69,2.63,11,376,Very Poor,
21/03/2024,19:00:00,21/03/2024 19:00,Node A,241.94,340.96,2.79,10.64,374,Very Poor,
21/03/2024,20:00:00,21/03/2024 20:00,Node A,260.36,381.05,2.73,10.89,373,Very Poor,
